,Source,Target
26883,6870,15279
26884,6870,16473
26885,6870,25525
26886,6870,44885
27051,6901,110000
27097,6910,27023
27128,6916,104963
27145,6918,7497
27174,6922,111815
27215,6933,51544
27222,6935,9052
27236,6937,75408
27271,6942,68858
27296,6954,3162
27297,6954,5336
27298,6954,9286
27299,6954,9351
27300,6954,9915
27301,6954,12113
27302,6954,15025
27310,6955,39480
27352,6961,17179
27368,6965,10938
27372,6965,27095
27410,6969,13296
27473,6991,37756
27477,6992,64258
27491,6996,19284
27534,7002,5225
27577,7013,1523
27578,7013,20986
27579,7013,42978
27580,7013,44050
27581,7013,45326
27582,7013,52302
27583,7013,57015
27584,7013,67006
27585,7013,96717
27586,7013,104514
27627,7023,12170
27656,7024,30483
27672,7026,6225
27813,7047,10950
27816,7047,28436
27823,7048,7045
27824,7048,62133
27827,7050,2295
27874,7065,109878
27903,7069,97466
27925,7076,73004
27985,7091,40996
28017,7102,9110
28018,7102,35647
28019,7102,65724
28045,7113,104963
28052,7117,3869
28067,7124,34102
28068,7124,41582
28100,7127,5000
28122,7130,6294
28135,7132,18671
28165,7139,77407
28166,7139,85453
28217,7153,96188
28299,7171,3147
28300,7171,10304
28301,7171,59596
28302,7171,71282
28334,7174,95874
28366,7185,5948
28367,7185,6772
28368,7185,7237
28369,7185,7769
28370,7185,8755
28371,7185,9515
28372,7185,10138
28373,7185,12366
28374,7185,14339
28375,7185,21012
28425,7208,85402
28432,7209,87359
28455,7217,857
28471,7217,35138
28485,7217,91763
28487,7218,5455
28544,7235,110942
28572,7239,68482
28580,7240,17850
28594,7246,1452
28665,7254,12155
28666,7254,32688
28682,7258,14849
28697,7259,28685
28723,7263,48223
28821,7288,10755
28831,7291,13772
28833,7291,39933
28861,7302,62557
28895,7310,95379
28961,7327,43980
28975,7329,29542
28983,7329,41216
29066,7340,10289
29085,7340,109829
29127,7347,22091
29176,7370,1948
29242,7379,33363
29291,7390,3857
29292,7390,4479
29326,7401,12061
29350,7407,73260
29351,7407,97905
29398,7416,33138
29415,7418,19522
29488,7437,13223
29489,7437,55708
29512,7448,7450
29535,7452,53971
29546,7456,30189
29547,7456,82183
29550,7457,10911
29576,7462,86929
29610,7475,69302
29611,7475,82474
29612,7475,92103
29626,7481,50497
29637,7484,110794
29659,7492,47340
29669,7495,3246
29799,7526,29767
29802,7526,71878
29873,7541,55759
29876,7541,108690
29935,7564,109878
29960,7576,32961
29993,7585,103783
30088,7604,9214
30089,7604,23099
30090,7604,33544
30115,7611,47698
30189,7629,6453
30202,7635,8162
30208,7635,80723
30211,7636,296
30212,7636,4237
30213,7636,5676
30214,7636,6684
30215,7636,6849
30216,7636,6928
30217,7636,7273
30218,7636,7416
30219,7636,11725
30220,7636,16666
30221,7636,28325
30222,7636,30158
30223,7636,32976
30224,7636,47227
30225,7636,48619
30226,7636,87995
30315,7663,16002
30316,7663,18620
30358,7675,100998
30386,7685,1056
30387,7685,2168
30388,7685,4413
30389,7685,5683
30390,7685,9009
30391,7685,9152
30392,7685,9269
30393,7685,10745
30394,7685,11005
30395,7685,13543
30396,7685,13760
30397,7685,14365
30398,7685,15258
30399,7685,15943
30400,7685,16924
30401,7685,19394
30402,7685,22078
30403,7685,26998
30404,7685,31323
30405,7685,32886
30406,7685,38233
30407,7685,40841
30408,7685,57638
30409,7685,60364
30410,7685,67552
30411,7685,72284
30412,7685,73350
30413,7685,74281
30414,7685,80915
30415,7685,89207
30416,7685,93878
30417,7685,110074
30436,7687,104700
30449,7692,27774
30472,7702,74803
30475,7704,8397
30476,7704,37390
30477,7704,79749
30498,7708,27375
30506,7711,6380
30582,7729,99078
30612,7736,5023
30613,7736,9360
30614,7736,10347
30615,7736,16427
30616,7736,20195
30617,7736,30144
30618,7736,74717
30619,7736,92242
30626,7742,16959
30654,7750,19100
30657,7750,77137
30685,7759,21849
30697,7759,112396
30814,7799,6557
30815,7799,35992
30915,7824,102292
30939,7832,98495
31007,7848,72412
31045,7863,4813
31065,7866,9518
31129,7877,33484
31135,7878,3330
31136,7878,15571
31137,7878,15703
31138,7878,20959
31139,7878,40193
31140,7878,43556
31141,7878,58585
31142,7878,71266
31143,7878,93691
31151,7879,10090
31167,7882,25625
31169,7882,40920
31233,7889,30554
31242,7891,110552
31283,7902,76445
31353,7908,60453
31370,7912,2602
31375,7912,64258
31393,7918,22309
31404,7919,4114
31440,7930,17493
31513,7950,20263
31519,7950,40504
31533,7953,7497
31596,7969,29957
31650,7984,103530
31722,7995,36671
31743,8001,32561
31789,8014,5403
31794,8015,3113
31802,8016,28104
32025,8057,13372
32041,8057,103989
32091,8066,76739
32100,8070,4890
32107,8070,100596
32233,8105,9912
32234,8105,14712
32235,8105,16232
32236,8105,39100
32237,8105,40650
32238,8105,73321
32239,8105,110826
32240,8105,111959
32246,8108,5312
32268,8111,106559
32318,8121,67336
32320,8121,81099
32329,8123,30428
32330,8123,76866
32385,8138,10008
32429,8154,1438
32430,8154,21193
32440,8158,3264
32444,8162,3635
32507,8175,41559
32509,8175,48330
32528,8180,110942
32535,8185,4315
32536,8185,4586
32537,8185,17262
32538,8185,23907
32539,8185,23927
32540,8185,35826
32541,8185,38298
32542,8185,39047
32543,8185,39716
32544,8185,44985
32545,8185,51478
32546,8185,52380
32547,8185,67120
32548,8185,98679
32549,8185,102193
32550,8185,104342
32551,8185,105482
32570,8187,14559
32584,8189,5308
32585,8189,6817
32613,8200,885
32614,8200,2515
32616,8200,3057
32617,8200,4400
32623,8200,25304
32704,8222,12617
32752,8233,109039
32760,8235,105770
32772,8237,32461
32792,8242,12699
32795,8242,16489
32802,8242,103989
32822,8248,80016
32823,8249,92497
32830,8250,83947
32839,8253,12955
32886,8262,1418
32992,8279,47609
32993,8279,63360
33025,8289,30074
33054,8290,82671
33082,8300,109897
33096,8305,22296
33119,8312,80412
33141,8318,41977
33142,8318,44003
33143,8318,78514
33144,8318,86579
33145,8318,103360
33179,8328,37636
33241,8342,722
33247,8342,6532
33254,8342,106269
33309,8351,46425
33312,8351,60309
33348,8358,69258
33391,8375,22490
33393,8375,32461
33473,8395,104798
33514,8412,8073
33515,8412,14060
33516,8412,71967
33555,8432,14948
33563,8432,47958
33657,8458,11214
33658,8458,26850
33659,8458,36502
33660,8458,36790
33661,8458,47782
33662,8458,48057
33663,8458,49777
33664,8458,53307
33665,8458,55842
33666,8458,55943
33667,8459,32967
33702,8468,108718
33719,8480,93493
33726,8482,14564
33747,8489,56079
33748,8489,83097
33749,8489,90419
33750,8489,101692
33751,8489,109600
33752,8489,111067
33753,8489,112356
33760,8492,83150
33865,8520,25625
33916,8546,81448
33926,8547,67148
33950,8554,76402
33977,8565,28165
33978,8565,71846
33979,8565,78950
33980,8565,90579
34020,8569,18981
34024,8569,40870
34069,8587,111296
34074,8589,97166
34097,8602,4445
34105,8605,26431
34134,8611,34818
34135,8611,74281
34161,8618,2053
34286,8640,62903
34298,8642,75756
34384,8660,97466
34443,8662,110892
34541,8685,19243
34570,8696,111203
34610,8705,81236
34642,8713,102817
34651,8716,29032
34679,8721,4150
34712,8724,75756
34782,8732,6434
34783,8732,47505
34784,8732,90337
34785,8734,23396
34789,8737,4723
34811,8744,21584
34812,8744,34342
34813,8744,37698
34814,8744,67899
34815,8744,68634
34866,8755,1203
34867,8755,2001
34868,8755,4220
34869,8755,5384
34870,8755,12592
34871,8755,14888
34872,8755,14984
34873,8755,16827
34874,8755,19515
34875,8755,20137
34876,8755,25162
34877,8755,32331
34878,8755,38687
34879,8755,45042
34880,8755,53673
34881,8755,60345
34882,8755,72704
34883,8755,95346
35050,8806,80335
35085,8822,73451
35105,8833,7026
35106,8833,7430
35107,8833,18937
35108,8833,20462
35109,8833,22563
35110,8833,60397
35111,8833,85212
35155,8843,192
35156,8843,20550
35157,8843,33472
35158,8843,71715
35186,8853,93516
35235,8869,64107
35274,8883,59743
35280,8884,20336
35292,8890,102632
35302,8895,64107
35332,8903,33208
35335,8904,15788
35355,8907,27193
35357,8909,19854
35359,8909,97231
35407,8921,85922
35410,8921,107138
35469,8936,23873
35548,8962,5000
35575,8963,111930
35601,8969,1559
35602,8969,1565
35603,8969,6545
35628,8977,105558
35711,8994,11538
35734,9000,110794
35752,9004,16167
35766,9004,103430
35767,9004,106090
35771,9004,110652
35823,9015,108287
35824,9015,110721
35833,9023,104963
35905,9041,87411
35907,9041,112175
35944,9052,6935
35957,9054,4007
35969,9054,32208
36018,9064,722
36019,9064,1129
36020,9064,7573
36021,9064,10337
36022,9064,36582
36023,9064,92462
36024,9064,104676
36025,9064,112171
36039,9068,34490
36041,9069,22626
36110,9084,2015
36111,9084,2328
36112,9084,4919
36113,9084,17562
36114,9084,79552
36169,9100,8145
36179,9101,7321
36180,9101,10223
36181,9101,10976
36182,9101,15388
36183,9101,19221
36184,9101,19270
36185,9101,22176
36186,9101,22222
36187,9101,35768
36188,9101,66284
36189,9101,74655
36190,9101,99155
36191,9101,107102
36192,9101,110609
36198,9102,83560
36246,9108,90827
36324,9122,14855
36343,9122,51357
36420,9140,21548
36446,9145,11845
36470,9150,5053
36475,9152,2215
36491,9152,79202
36514,9159,26784
36563,9170,18531
36648,9192,39782
36654,9192,100637
36656,9192,111015
36701,9209,20082
36727,9217,2206
36728,9217,4218
36729,9217,10938
36730,9217,11432
36731,9217,18572
36732,9217,34935
36733,9217,36479
36734,9217,39261
36735,9217,58080
36736,9217,78531
36737,9217,81953
36738,9217,104677
36788,9237,2190
36789,9237,3594
36790,9237,9242
36791,9237,18551
36792,9237,34607
36793,9237,105846
36821,9245,37664
36827,9246,108209
36832,9247,98907
36840,9252,1318
36862,9255,75049
36864,9256,56068
36865,9256,70249
36884,9264,81054
36929,9269,80619
37035,9295,9023
37038,9295,14412
37079,9302,98946
37089,9305,17649
37101,9311,3156
37102,9311,27683
37116,9318,55688
37133,9323,108690
37148,9329,17615
37221,9343,90055
37223,9343,110074
37252,9346,79414
37253,9348,18783
37312,9361,75408
37328,9366,27132
37338,9370,11220
37339,9370,30444
37383,9382,83560
37389,9384,48638
37392,9384,62093
37422,9393,3038
37423,9393,18376
37424,9393,31064
37425,9393,55435
37499,9429,70402
37516,9434,14516
37517,9434,20791
37518,9434,105578
37616,9464,45743
37646,9472,108591
37659,9478,26503
37660,9478,39560
37661,9478,43568
37674,9482,111255
37827,9527,77945
37859,9531,15491
37867,9535,16450
37873,9539,53989
37894,9541,17626
37977,9559,29675
38014,9569,35353
38036,9571,100134
38101,9592,12457
38120,9601,2752
38213,9622,47467
38215,9623,17759
38216,9623,22266
38217,9623,24168
38218,9623,31116
38219,9623,55921
38220,9623,71292
38221,9623,76482
38222,9623,86753
38223,9623,94140
38224,9623,106810
38273,9631,44549
38353,9666,26745
38407,9679,104355
38413,9681,11790
38414,9681,12945
38513,9706,42465
38525,9708,400
38607,9717,60825
38608,9717,90519
38609,9717,102363
38613,9719,14892
38698,9750,7041
38701,9750,22294
38712,9751,68858
38724,9755,36807
38790,9776,10905
38791,9776,110829
38792,9777,9660
38793,9777,97119
38827,9787,15221
38829,9788,28018
38831,9788,35273
38835,9788,52269
38926,9801,18594
38969,9811,45970
38970,9811,52095
39009,9815,3074
39065,9830,5218
39112,9847,108223
39120,9850,40870
39203,9876,24257
39217,9879,110333
39221,9882,22044
39245,9889,102624
39255,9890,45397
39290,9896,10520
39291,9896,34770
39400,9936,52223
39405,9939,30774
39406,9939,90218
39411,9942,24216
39412,9942,87503
39455,9954,111296
39461,9957,8914
39462,9957,14015
39540,9981,12024
39633,10009,10785
39642,10010,101023
39664,10012,80915
39713,10024,64639
39727,10026,33780
39728,10026,45397
39729,10026,53502
39747,10029,39422
39760,10031,75300
39823,10046,53258
39862,10056,7627
39863,10056,14806
39864,10056,56670
39874,10060,12897
39886,10060,111725
39890,10061,8096
39908,10065,18049
39918,10067,10365
39925,10069,9961
39926,10069,31287
39927,10069,66018
39928,10069,71238
39929,10069,86174
39930,10069,89726
39931,10069,97015
39932,10069,98964
39933,10069,100172
39934,10069,106113
40084,10097,85618
40140,10113,15780
40141,10113,16245
40142,10113,78443
40188,10122,28075
40209,10126,108591
40333,10155,32356
40376,10165,3080
40377,10165,5301
40378,10165,7353
40379,10165,15348
40380,10165,17654
40381,10165,20684
40382,10165,35121
40383,10165,50697
40384,10165,90028
40404,10170,28525
40407,10173,21749
40420,10181,54775
40421,10181,62539
40428,10182,41320
40442,10186,97342
40443,10187,9243
40448,10189,110652
40471,10198,2005
40472,10198,48619
40473,10198,64107
40474,10198,102817
40483,10201,22992
40527,10210,100896
40528,10210,103229
40581,10221,26811
40582,10221,28380
40583,10221,65605
40584,10221,109601
40607,10225,26738
40634,10231,19716
40776,10243,99759
40825,10252,5884
40870,10264,110652
40906,10270,101570
40965,10287,93750
40974,10289,20699
40985,10296,100647
41079,10306,110652
41138,10325,85453
41163,10332,21650
41203,10337,15087
41205,10337,23810
41270,10349,3178
41286,10355,15189
41293,10357,68921
41344,10380,39566
41345,10380,53143
41349,10381,29046
41359,10381,110942
41360,10381,111315
41375,10389,40504
41441,10400,109721
41452,10402,88538
41467,10406,2822
41468,10406,10771
41469,10406,15341
41470,10406,25296
41471,10406,36753
41472,10406,43177
41473,10406,49757
41474,10406,71602
41475,10406,76333
41476,10406,84633
41477,10406,93926
41478,10406,103430
41537,10415,10632
41572,10424,8794
41573,10424,13524
41574,10424,18491
41575,10424,35531
41576,10424,51841
41577,10424,79776
41578,10424,90110
41645,10447,37782
41662,10451,9030
41671,10452,36038
41730,10472,5330
41731,10472,11838
41732,10472,17962
41733,10472,21612
41734,10472,41977
41735,10472,44003
41736,10472,53365
41737,10472,63067
41738,10472,78514
41739,10472,80739
41740,10472,86579
41741,10472,86775
41742,10472,97460
41743,10472,97940
41744,10472,99477
41745,10472,103360
41823,10486,102817
41832,10492,81200
41835,10494,15272
41852,10495,35513
41891,10502,9705
41920,10510,57139
41925,10512,9578
41958,10518,4890
42018,10521,94591
42020,10522,110214
42056,10534,10265
42057,10534,11964
42060,10537,65513
42103,10544,4939
42123,10547,10632
42141,10553,52342
42167,10555,39008
42223,10564,11269
42232,10566,13945
42238,10566,85389
42241,10566,96188
42248,10569,2340
42254,10569,27475
42276,10574,102478
42277,10576,76606
42334,10584,30869
42378,10598,16411
42379,10598,51032
42491,10617,14061
42512,10622,45743
42513,10623,20292
42514,10623,23783
42515,10623,44460
42516,10623,59604
42517,10623,62958
42518,10623,77340
42519,10623,79935
42520,10623,96161
42538,10630,84049
42551,10633,29297
42552,10633,49969
42597,10654,12294
42617,10658,80848
42666,10673,48166
42745,10689,78379
42762,10695,10686
42779,10696,106445
42844,10710,2031
42961,10728,3334
42962,10728,3939
42963,10728,5535
42964,10728,5754
42965,10728,16473
42966,10728,16644
42967,10728,17619
42968,10728,61915
42969,10728,63079
42970,10728,89098
42971,10728,94621
42972,10728,108060
43043,10746,24004
43050,10746,51357
43083,10759,4151
43090,10760,59078
43136,10780,17557
43139,10780,35095
43148,10785,10009
43167,10793,55096
43173,10793,91474
43176,10794,17753
43177,10794,25085
43178,10794,31246
43179,10794,37985
43180,10794,51061
43181,10794,57654
43182,10794,65040
43183,10794,94033
43184,10794,107465
43185,10794,109274
43186,10795,11363
43187,10795,72362
43218,10806,7940
43219,10806,9305
43220,10806,9725
43221,10806,20365
43222,10806,34134
43223,10806,46948
43297,10825,50932
43300,10825,94764
43302,10825,104267
43304,10825,110527
43333,10845,180
43334,10845,988
43335,10845,2334
43336,10845,3559
43337,10845,5524
43338,10845,11563
43339,10845,17320
43340,10845,18120
43341,10845,18837
43342,10845,20903
43343,10845,33744
43344,10845,91242
43345,10845,105432
43367,10851,87924
43488,10873,77554
43557,10897,11759
43558,10897,69749
43564,10900,52599
43582,10905,103783
43597,10908,5722
43614,10911,7457
43743,10938,6965
43762,10941,15987
43763,10941,26406
43764,10941,27558
43765,10941,31615
43766,10941,31813
43767,10941,32541
43768,10941,38743
43769,10941,38964
43770,10941,39220
43771,10941,39568
43772,10941,40097
43773,10941,42623
43774,10941,45577
43775,10941,56826
43776,10941,84175
43777,10941,89717
43794,10950,108829
43802,10954,12170
43808,10955,12170
43874,10972,84699
43878,10973,13534
43891,10975,5775
43892,10975,11383
43893,10975,15317
43894,10975,19774
43895,10975,37227
43921,10984,14753
43927,10984,103971
43932,10987,86384
43943,10991,104721
43944,10992,15000
43945,10992,23762
43946,10992,39734
43964,10999,12459
43976,11000,89355
43979,11000,106926
44082,11026,181
44086,11027,9224
44087,11027,14877
44090,11027,93747
44116,11041,14471
44182,11054,19056
44183,11054,69625
44222,11072,15294
44261,11074,91264
44313,11081,94941
44329,11086,14850
44331,11086,21178
44336,11087,60972
44447,11114,75756
44449,11114,100577
44469,11128,616
44470,11128,4731
44471,11128,8689
44493,11135,24079
44500,11135,107550
44532,11140,16032
44547,11146,36546
44688,11179,15143
44694,11179,69686
44695,11179,86384
44733,11192,78379
44790,11208,2853
44791,11208,4602
44792,11208,10810
44793,11208,10955
44794,11208,13377
44795,11208,13871
44796,11208,15017
44797,11208,15748
44798,11208,19105
44799,11208,61490
44800,11208,62201
44812,11213,14564
44906,11238,91264
45028,11269,94083
45080,11287,83459
45131,11300,18042
45132,11300,48817
45161,11310,7048
45174,11314,21386
45261,11343,26425
45262,11343,28217
45263,11343,47906
45264,11343,64093
45265,11343,81131
45310,11353,133
45311,11353,801
45312,11353,3999
45313,11353,6532
45314,11353,23843
45315,11353,47059
45316,11353,53365
45317,11354,1035
45318,11354,2369
45319,11354,86456
45320,11354,92736
45326,11356,106152
45343,11363,108690
45366,11372,97953
45392,11380,43004
45398,11385,15030
45449,11395,112078
45475,11403,11651
45529,11408,40748
45538,11408,106872
45547,11411,81200
45576,11421,55850
45630,11446,1869
45640,11448,18592
45643,11449,16041
45644,11449,18945
45645,11449,20367
45646,11449,21945
45647,11449,22432
45648,11449,29290
45649,11449,34657
45650,11449,36229
45651,11449,60850
45652,11449,72694
45653,11449,73155
45654,11449,80730
45655,11449,92195
45681,11452,110358
45708,11456,58198
45722,11460,8936
45727,11460,20207
45728,11460,24810
45731,11460,45237
45770,11470,7722
45771,11470,19710
45772,11470,48764
45773,11470,66634
45807,11484,30483
45824,11487,104963
45841,11492,64739
45864,11501,7528
45865,11501,20791
45899,11512,1979
45900,11512,6890
45901,11512,18201
45902,11512,27287
45911,11516,27774
45928,11522,15552
46030,11540,34181
46064,11544,81817
46086,11547,3429
46087,11547,7815
46102,11549,19711
46128,11555,59804
46129,11555,79516
46130,11555,93613
46156,11562,22089
46157,11562,33574
46171,11568,5526
46172,11568,5811
46173,11568,9088
46174,11568,16767
46175,11568,19799
46176,11568,22055
46177,11568,29660
46178,11568,44810
46179,11568,50213
46180,11568,68158
46181,11568,82021
46182,11568,109818
46227,11576,17867
46241,11579,76710
46266,11591,14687
46340,11617,110317
46357,11624,10862
46358,11624,14520
46359,11624,20438
46360,11624,24081
46361,11624,35243
46362,11624,59338
46363,11624,63267
46410,11635,100359
46423,11639,77491
46459,11651,11403
46517,11669,30428
46531,11671,40870
46539,11673,17054
46541,11673,32398
46545,11674,6905
46605,11685,93140
46660,11696,3010
46662,11696,4548
46724,11709,30835
46753,11715,17942
46813,11737,8796
46814,11737,12567
46815,11737,61364
46868,11760,19494
46912,11770,83762
46930,11779,35610
46931,11779,40403
46944,11784,14456
46970,11787,95700
46971,11790,9681
46974,11790,60972
47044,11809,11449
47045,11809,11538
47046,11809,12898
47047,11809,13612
47048,11809,14444
47049,11809,20805
47050,11809,23965
47051,11809,27746
47052,11809,32236
47053,11809,41506
47054,11809,51920
47055,11809,57549
47056,11809,59333
47057,11809,71880
47058,11809,81452
47157,11833,104055
47216,11854,65776
47239,11862,8930
47246,11865,20684
47247,11865,29523
47248,11865,29941
47249,11865,61164
47250,11865,76654
47255,11866,107425
